Afghanistan,0,1800
Africa,0,1800
Albania,0,1800
Algeria,0,1800
Americas (other),58624,1800
Andorra,0,1800
Angola,0,1800
Anguilla,0,1800
Antarctic Fisheries,0,1800
Antigua and Barbuda,0,1800
Argentina,0,1800
Armenia,0,1800
Aruba,0,1800
Asia and Pacific (other),0,1800
Australia,0,1800
Austria,0,1800
Azerbaijan,0,1800
Bahamas,0,1800
Bahrain,0,1800
Bangladesh,0,1800
Barbados,0,1800
Belarus,0,1800
Belgium,0,1800
Belize,0,1800
Benin,0,1800
Bermuda,0,1800
Bhutan,0,1800
Bolivia,0,1800
Bonaire Sint Eustatius and Saba,0,1800
Bosnia and Herzegovina,0,1800
Botswana,0,1800
Brazil,0,1800
British Virgin Islands,0,1800
Brunei,0,1800
Bulgaria,0,1800
Burkina Faso,0,1800
Burundi,0,1800
Cambodia,0,1800
Cameroon,0,1800
Canada,58624,1800
Cape Verde,0,1800
Cayman Islands,0,1800
Central African Republic,0,1800
Chad,0,1800
Chile,0,1800
China,0,1800
Christmas Island,0,1800
Colombia,0,1800
Comoros,0,1800
Congo,0,1800
Cook Islands,0,1800
Costa Rica,0,1800
Cote d'Ivoire,0,1800
Croatia,0,1800
Cuba,0,1800
Curacao,0,1800
Cyprus,0,1800
Czech Republic,0,1800
Czechoslovakia,0,1800
Democratic Republic of Congo,0,1800
Denmark,0,1800
Djibouti,0,1800
Dominica,0,1800
Dominican Republic,0,1800
EU-28,771850912,1800
Ecuador,0,1800
Egypt,0,1800
El Salvador,0,1800
Equatorial Guinea,0,1800
Eritrea,0,1800
Estonia,0,1800
Ethiopia,0,1800
Europe (other),0,1800
Faeroe Islands,0,1800
Falkland Islands,0,1800
Fiji,0,1800
Finland,0,1800
France,0,1800
French Guiana,0,1800
French Polynesia,0,1800
Gabon,0,1800
Gambia,0,1800
Georgia,0,1800
Germany,4920752,1800
Ghana,0,1800
Gibraltar,0,1800
Greece,0,1800
Greenland,0,1800
Grenada,0,1800
Guadeloupe,0,1800
Guatemala,0,1800
Guinea,0,1800
Guinea-Bissau,0,1800
Guyana,0,1800
Haiti,0,1800
Honduras,0,1800
Hong Kong,0,1800
Hungary,0,1800
Iceland,0,1800
India,0,1800
Indonesia,0,1800
Iran,0,1800
Iraq,0,1800
Ireland,0,1800
Israel,0,1800
Italy,0,1800
Jamaica,0,1800
Japan,0,1800
Jordan,0,1800
Kazakhstan,0,1800
Kenya,0,1800
Kiribati,0,1800
Kuwait,0,1800
Kyrgysztan,0,1800
Kyrgyzstan,0,1800
Laos,0,1800
Latvia,0,1800
Lebanon,0,1800
Lesotho,0,1800
Liberia,0,1800
Libya,0,1800
Liechtenstein,0,1800
Lithuania,0,1800
Luxembourg,0,1800
Macao,0,1800
Macedonia,0,1800
Madagascar,0,1800
Malawi,0,1800
Malaysia,0,1800
Maldives,0,1800
Mali,0,1800
Malta,0,1800
Marshall Islands,0,1800
Martinique,0,1800
Mauritania,0,1800
Mauritius,0,1800
Mexico,0,1800
Micronesia (country),0,1800
Middle East,0,1800
Moldova,0,1800
Mongolia,0,1800
Montenegro,0,1800
Montserrat,0,1800
Morocco,0,1800
Mozambique,0,1800
Myanmar,0,1800
Namibia,0,1800
Nauru,0,1800
Nepal,0,1800
Netherlands,0,1800
New Caledonia,0,1800
New Zealand,0,1800
Nicaragua,0,1800
Niger,0,1800
Nigeria,0,1800
Niue,0,1800
North Korea,0,1800
Norway,0,1800
Oman,0,1800
Pakistan,0,1800
Palau,0,1800
Palestine,0,1800
Panama,0,1800
Papua New Guinea,0,1800
Paraguay,0,1800
Peru,0,1800
Philippines,0,1800
Poland,406704,1800
Portugal,0,1800
Qatar,0,1800
Reunion,0,1800
Romania,0,1800
Russia,0,1800
Rwanda,0,1800
Saint Helena,0,1800
Saint Kitts and Nevis,0,1800
Saint Lucia,0,1800
Saint Pierre and Miquelon,0,1800
Saint Vincent and the Grenadines,0,1800
Samoa,0,1800
Sao Tome and Principe,0,1800
Saudi Arabia,0,1800
Senegal,0,1800
Serbia,0,1800
Seychelles,0,1800
Sierra Leone,0,1800
Singapore,0,1800
Sint Maarten (Dutch part),0,1800
Slovakia,0,1800
Slovenia,0,1800
Solomon Islands,0,1800
Somalia,0,1800
South Africa,0,1800
South Korea,0,1800
South Sudan,0,1800
Spain,0,1800
Sri Lanka,0,1800
Sudan,0,1800
Suriname,0,1800
Swaziland,0,1800
Sweden,0,1800
Switzerland,0,1800
Syria,0,1800
Taiwan,0,1800
Tajikistan,0,1800
Tanzania,0,1800
Thailand,0,1800
Timor,0,1800
Togo,0,1800
Tonga,0,1800
Trinidad and Tobago,0,1800
Tunisia,0,1800
Turkey,0,1800
Turkmenistan,0,1800
Turks and Caicos Islands,0,1800
Tuvalu,0,1800
Uganda,0,1800
Ukraine,0,1800
United Arab Emirates,0,1800
United Kingdom,766523456,1800
United States,252816,1800
Uruguay,0,1800
Uzbekistan,0,1800
Vanuatu,0,1800
Venezuela,0,1800
Vietnam,0,1800
Wallis and Futuna Islands,0,1800
World,772162352,1800
Yemen,0,1800
Zambia,0,1800
Zimbabwe,0,1800
Afghanistan,0,1900
Africa,31942752,1900
Albania,0,1900
Algeria,0,1900
Americas (other),317500256,1900
Andorra,0,1900
Angola,0,1900
Anguilla,0,1900
Antarctic Fisheries,0,1900
Antigua and Barbuda,0,1900
Argentina,24959168,1900
Armenia,0,1900
Aruba,0,1900
Asia and Pacific (other),445879488,1900
Australia,96630672,1900
Austria,559287616,1900
Azerbaijan,0,1900
Bahamas,0,1900
Bahrain,0,1900
Bangladesh,0,1900
Barbados,0,1900
Belarus,0,1900
Belgium,1507919200,1900
Belize,0,1900
Benin,0,1900
Bermuda,0,1900
Bhutan,0,1900
Bolivia,0,1900
Bonaire Sint Eustatius and Saba,0,1900
Bosnia and Herzegovina,0,1900
Botswana,0,1900
Brazil,0,1900
British Virgin Islands,0,1900
Brunei,0,1900
Bulgaria,1168816,1900
Burkina Faso,0,1900
Burundi,0,1900
Cambodia,0,1900
Cameroon,0,1900
Canada,281351232,1900
Cape Verde,0,1900
Cayman Islands,0,1900
Central African Republic,0,1900
Chad,0,1900
Chile,3920480,1900
China,95264,1900
Christmas Island,0,1900
Colombia,0,1900
Comoros,0,1900
Congo,0,1900
Cook Islands,0,1900
Costa Rica,0,1900
Cote d'Ivoire,0,1900
Croatia,0,1900
Cuba,0,1900
Curacao,0,1900
Cyprus,0,1900
Czech Republic,0,1900
Czechoslovakia,843375856,1900
Democratic Republic of Congo,0,1900
Denmark,95176064,1900
Djibouti,0,1900
Dominica,0,1900
Dominican Republic,0,1900
EU-28,31573838496,1900
Ecuador,0,1900
Egypt,0,1900
El Salvador,0,1900
Equatorial Guinea,0,1900
Eritrea,0,1900
Estonia,0,1900
Ethiopia,0,1900
Europe (other),1777835088,1900
Faeroe Islands,0,1900
Falkland Islands,0,1900
Fiji,0,1900
Finland,6913968,1900
France,3710463184,1900
French Guiana,0,1900
French Polynesia,0,1900
Gabon,0,1900
Gambia,0,1900
Georgia,0,1900
Germany,6390855056,1900
Ghana,0,1900
Gibraltar,0,1900
Greece,4840144,1900
Greenland,0,1900
Grenada,0,1900
Guadeloupe,0,1900
Guatemala,0,1900
Guinea,0,1900
Guinea-Bissau,0,1900
Guyana,0,1900
Haiti,0,1900
Honduras,0,1900
Hong Kong,0,1900
Hungary,164077584,1900
Iceland,0,1900
India,125697184,1900
Indonesia,7463568,1900
Iran,0,1900
Iraq,0,1900
Ireland,1099200,1900
Israel,0,1900
Italy,258495200,1900
Jamaica,0,1900
Japan,180004992,1900
Jordan,0,1900
Kazakhstan,0,1900
Kenya,0,1900
Kiribati,0,1900
Kuwait,0,1900
Kyrgysztan,0,1900
Kyrgyzstan,0,1900
Laos,0,1900
Latvia,0,1900
Lebanon,0,1900
Lesotho,0,1900
Liberia,0,1900
Libya,0,1900
Liechtenstein,0,1900
Lithuania,0,1900
Luxembourg,0,1900
Macao,0,1900
Macedonia,0,1900
Madagascar,0,1900
Malawi,0,1900
Malaysia,765776,1900
Maldives,0,1900
Mali,0,1900
Malta,0,1900
Marshall Islands,0,1900
Martinique,0,1900
Mauritania,0,1900
Mauritius,0,1900
Mexico,6422992,1900
Micronesia (country),0,1900
Middle East,11068944,1900
Moldova,0,1900
Mongolia,0,1900
Montenegro,0,1900
Montserrat,0,1900
Morocco,0,1900
Mozambique,0,1900
Myanmar,0,1900
Namibia,0,1900
Nauru,0,1900
Nepal,0,1900
Netherlands,381840096,1900
New Caledonia,0,1900
New Zealand,30762944,1900
Nicaragua,0,1900
Niger,0,1900
Nigeria,0,1900
Niue,0,1900
North Korea,0,1900
Norway,66747088,1900
Oman,0,1900
Pakistan,0,1900
Palau,0,1900
Palestine,0,1900
Panama,0,1900
Papua New Guinea,0,1900
Paraguay,0,1900
Peru,864704,1900
Philippines,0,1900
Poland,1335344800,1900
Portugal,38252160,1900
Qatar,0,1900
Reunion,0,1900
Romania,17748416,1900
Russia,0,1900
Rwanda,0,1900
Saint Helena,0,1900
Saint Kitts and Nevis,0,1900
Saint Lucia,0,1900
Saint Pierre and Miquelon,0,1900
Saint Vincent and the Grenadines,0,1900
Samoa,0,1900
Sao Tome and Principe,0,1900
Saudi Arabia,0,1900
Senegal,0,1900
Serbia,0,1900
Seychelles,0,1900
Sierra Leone,0,1900
Singapore,0,1900
Sint Maarten (Dutch part),0,1900
Slovakia,0,1900
Slovenia,0,1900
Solomon Islands,0,1900
Somalia,0,1900
South Africa,31942752,1900
South Korea,0,1900
South Sudan,0,1900
Spain,224013296,1900
Sri Lanka,0,1900
Sudan,0,1900
Suriname,0,1900
Swaziland,0,1900
Sweden,142181520,1900
Switzerland,83293712,1900
Syria,0,1900
Taiwan,359072,1900
Tajikistan,0,1900
Tanzania,0,1900
Thailand,0,1900
Timor,0,1900
Togo,0,1900
Tonga,0,1900
Trinidad and Tobago,0,1900
Tunisia,0,1900
Turkey,11068944,1900
Turkmenistan,0,1900
Turks and Caicos Islands,0,1900
Tuvalu,0,1900
Uganda,0,1900
Ukraine,0,1900
United Arab Emirates,0,1900
United Kingdom,16734162176,1900
United States,10664438400,1900
Uruguay,0,1900
Uzbekistan,0,1900
Vanuatu,0,1900
Venezuela,0,1900
Vietnam,4147648,1900
Wallis and Futuna Islands,0,1900
World,44821067136,1900
Yemen,0,1900
Zambia,0,1900
Zimbabwe,0,1900
Afghanistan,71717793,2000
Africa,23640083267,2000
Albania,196932672,2000
Algeria,2118624684,2000
Americas (other),60974588046,2000
Andorra,4909760,2000
Angola,190141250,2000
Anguilla,740128,2000
Antarctic Fisheries,109920,2000
Antigua and Barbuda,13582448,2000
Argentina,4974008376,2000
Armenia,192621418,2000
Aruba,39819601,2000
Asia and Pacific (other),1.02E+11,2000
Australia,10655436485,2000
Austria,4087519967,2000
Azerbaijan,1888820188,2000
Bahamas,124499648,2000
Bahrain,392929330,2000
Bangladesh,416331291,2000
Barbados,28381793,2000
Belarus,3010139744,2000
Belgium,10331312613,2000
Belize,8841232,2000
Benin,23202863,2000
Bermuda,17444304,2000
Bhutan,3521489,2000
Bolivia,205107699,2000
Bonaire Sint Eustatius and Saba,16899768,2000
Bosnia and Herzegovina,502444014,2000
Botswana,48068016,2000
Brazil,7321404016,2000
British Virgin Islands,1751392,2000
Brunei,209130128,2000
Bulgaria,2871140726,2000
Burkina Faso,16735464,2000
Burundi,6095430,2000
Cambodia,28645349,2000
Cameroon,101274481,2000
Canada,22234458458,2000
Cape Verde,3718119,2000
Cayman Islands,6727104,2000
Central African Republic,6888320,2000
Chad,5833088,2000
Chile,1460473506,2000
China,72805807048,2000
Christmas Island,1330032,2000
Colombia,1909127374,2000
Comoros,1791696,2000
Congo,37780113,2000
Cook Islands,978288,2000
Costa Rica,106269346,2000
Cote d'Ivoire,170280736,2000
Croatia,623114863,2000
Cuba,1127589248,2000
Curacao,325270838,2000
Cyprus,141815951,2000
Czech Republic,6325349618,2000
Czechoslovakia,11241448784,2000
Democratic Republic of Congo,150397985,2000
Denmark,3178993542,2000
Djibouti,10207904,2000
Dominica,1729408,2000
Dominican Republic,318123762,2000
EU-28,2.86E+11,2000
Ecuador,523449352,2000
Egypt,2432968240,2000
El Salvador,104219229,2000
Equatorial Guinea,4063376,2000
Eritrea,5531468,2000
Estonia,848475014,2000
Ethiopia,77753286,2000
Europe (other),1.21E+11,2000
Faeroe Islands,17268432,2000
Falkland Islands,4037728,2000
Fiji,26334421,2000
Finland,2080122299,2000
France,31085765260,2000
French Guiana,13252688,2000
French Polynesia,13282000,2000
Gabon,164146809,2000
Gambia,5235856,2000
Georgia,480349826,2000
Germany,76230612569,2000
Ghana,140278412,2000
Gibraltar,5433712,2000
Greece,2233067400,2000
Greenland,20298560,2000
Grenada,3187680,2000
Guadeloupe,33672160,2000
Guatemala,173576922,2000
Guinea,39558099,2000
Guinea-Bissau,5243184,2000
Guyana,60305776,2000
Haiti,30231003,2000
Honduras,90271699,2000
Hong Kong,784793221,2000
Hungary,3959674718,2000
Iceland,84379450,2000
India,20254557996,2000
Indonesia,5215761195,2000
Iran,7436979470,2000
Iraq,1868429338,2000
Ireland,1384761771,2000
Israel,1125478052,2000
Italy,16352178649,2000
Jamaica,271883577,2000
Japan,40988522386,2000
Jordan,261369264,2000
Kazakhstan,8637974358,2000
Kenya,221273926,2000
Kiribati,963632,2000
Kuwait,1215448534,2000
Kyrgysztan,0,2000
Kyrgyzstan,56867430,2000
Laos,12704728,2000
Latvia,486878852,2000
Lebanon,313550101,2000
Lesotho,18587472,2000
Liberia,35190977,2000
Libya,1069345962,2000
Liechtenstein,0,2000
Lithuania,784901959,2000
Luxembourg,546396280,2000
Macao,26131648,2000
Macedonia,402751445,2000
Madagascar,46062702,2000
Malawi,25256688,2000
Malaysia,1803793866,2000
Maldives,3788576,2000
Mali,14914836,2000
Malta,56204587,2000
Marshall Islands,593568,2000
Martinique,41403200,2000
Mauritania,31591008,2000
Mauritius,39750736,2000
Mexico,10964658366,2000
Micronesia (country),974624,2000
Middle East,26310847287,2000
Moldova,94536567,2000
Mongolia,248623879,2000
Montenegro,70298806,2000
Montserrat,795088,2000
Morocco,704379723,2000
Mozambique,95850211,2000
Myanmar,268005862,2000
Namibia,15414448,2000
Nauru,3777584,2000
Nepal,33906562,2000
Netherlands,8392200722,2000
New Caledonia,75239027,2000
New Zealand,1170533025,2000
Nicaragua,83189635,2000
Niger,22110743,2000
Nigeria,1735848822,2000
Niue,153888,2000
North Korea,3941798916,2000
Norway,1832179197,2000
Oman,299027862,2000
Pakistan,1791044388,2000
Palau,6569552,2000
Palestine,11897008,2000
Panama,131182102,2000
Papua New Guinea,63944128,2000
Paraguay,69956169,2000
Peru,1071311278,2000
Philippines,1497842528,2000
Poland,21381373530,2000
Portugal,1488405064,2000
Qatar,598137836,2000
Reunion,38380400,2000
Romania,6767035165,2000
Russia,72789333174,2000
Rwanda,13944065,2000
Saint Helena,157552,2000
Saint Kitts and Nevis,1963904,2000
Saint Lucia,5415392,2000
Saint Pierre and Miquelon,2421904,2000
Saint Vincent and the Grenadines,2487856,2000
Samoa,3334240,2000
Sao Tome and Principe,1392320,2000
Saudi Arabia,5779206015,2000
Senegal,97067066,2000
Serbia,1589867846,2000
Seychelles,5272496,2000
Sierra Leone,22892672,2000
Singapore,1170018593,2000
Sint Maarten (Dutch part),37775953,2000
Slovakia,2068031698,2000
Slovenia,484809715,2000
Solomon Islands,3964448,2000
Somalia,20751223,2000
South Africa,12142159272,2000
South Korea,6784731036,2000
South Sudan,13312228,2000
Spain,8895049164,2000
Sri Lanka,188172878,2000
Sudan,167693952,2000
Suriname,71785845,2000
Swaziland,16315792,2000
Sweden,4010774690,2000
Switzerland,2188929597,2000
Syria,963555066,2000
Taiwan,3677627781,2000
Tajikistan,232123267,2000
Tanzania,74285181,2000
Thailand,2461222599,2000
Timor,0,2000
Togo,27401627,2000
Tonga,1971232,2000
Trinidad and Tobago,760851948,2000
Tunisia,391724829,2000
Turkey,4263636436,2000
Turkmenistan,1211113763,2000
Turks and Caicos Islands,520288,2000
Tuvalu,80608,2000
Uganda,37162207,2000
Ukraine,20875839852,2000
United Arab Emirates,1499226982,2000
United Kingdom,68461813771,2000
United States,3.02E+11,2000
Uruguay,242030179,2000
Uzbekistan,4098786596,2000
Vanuatu,2432896,2000
Venezuela,4582188349,2000
Vietnam,895366446,2000
Wallis and Futuna Islands,0,2000
World,1.04E+12,2000
Yemen,277630489,2000
Zambia,137920167,2000
Zimbabwe,534031835,2000
